,vorname,anzahl,geschlecht,bezirke,name length
25922,Lidia,1,w,steglitz-zehlendorf,5
25923,Job,1,m,steglitz-zehlendorf,3
25924,Lien,1,w,steglitz-zehlendorf,4
25925,Johann-Nikolaus,1,m,steglitz-zehlendorf,15
25926,Lilith,1,w,steglitz-zehlendorf,6
25927,Jonah,1,m,steglitz-zehlendorf,5
25928,Lilja,1,w,steglitz-zehlendorf,5
25929,Joona,1,m,steglitz-zehlendorf,5
25930,Lilli,1,w,steglitz-zehlendorf,5
25931,Jordon,1,m,steglitz-zehlendorf,6
25932,Lillie,1,w,steglitz-zehlendorf,6
25933,Jordyn,1,m,steglitz-zehlendorf,6
25934,Lily,1,w,steglitz-zehlendorf,4
25935,Joris,1,m,steglitz-zehlendorf,5
25936,Lilya,1,w,steglitz-zehlendorf,5
25937,Josiah,1,m,steglitz-zehlendorf,6
25938,Lin,1,w,steglitz-zehlendorf,3
25939,José,1,m,steglitz-zehlendorf,4
25940,Lina-Sophie,1,w,steglitz-zehlendorf,11
25941,Junes,1,m,steglitz-zehlendorf,5
25942,Linn,1,w,steglitz-zehlendorf,4
25943,Justin,1,m,steglitz-zehlendorf,6
25944,Liora,1,w,steglitz-zehlendorf,5
25945,Jusuf,1,m,steglitz-zehlendorf,5
25946,Liv,1,w,steglitz-zehlendorf,3
25947,Jürgen,1,m,steglitz-zehlendorf,6
25948,Lophelia,1,w,steglitz-zehlendorf,8
25949,Kajus,1,m,steglitz-zehlendorf,5
25950,Louise,1,w,steglitz-zehlendorf,6
25951,Kamal,1,m,steglitz-zehlendorf,5
25952,Luana,1,w,steglitz-zehlendorf,5
25953,Kasimir,1,m,steglitz-zehlendorf,7
25954,Luanna,1,w,steglitz-zehlendorf,6
25955,Kaya,1,m,steglitz-zehlendorf,4
25956,Luchia,1,w,steglitz-zehlendorf,6
25957,Kays,1,m,steglitz-zehlendorf,4
25958,Lucia,1,w,steglitz-zehlendorf,5
25959,Kean,1,m,steglitz-zehlendorf,4
25960,Lulani,1,w,steglitz-zehlendorf,6
25961,Keenan,1,m,steglitz-zehlendorf,6
25962,Lynda,1,w,steglitz-zehlendorf,5
25963,Kehbila,1,m,steglitz-zehlendorf,7
25964,Madea,1,w,steglitz-zehlendorf,5
25965,Kemal,1,m,steglitz-zehlendorf,5
25966,Madeleine,1,w,steglitz-zehlendorf,9
25967,Kennet,1,m,steglitz-zehlendorf,6
25968,Madita,1,w,steglitz-zehlendorf,6
25969,Khanh,1,m,steglitz-zehlendorf,5
25970,Madleen,1,w,steglitz-zehlendorf,7
25971,Kinan,1,m,steglitz-zehlendorf,5
25972,Magdalena,1,w,steglitz-zehlendorf,9
25973,Kirill,1,m,steglitz-zehlendorf,6
25974,Magia,1,w,steglitz-zehlendorf,5
25975,Klaus,1,m,steglitz-zehlendorf,5
25976,Mai,1,w,steglitz-zehlendorf,3
25977,Konrad,1,m,steglitz-zehlendorf,6
25978,Maira,1,w,steglitz-zehlendorf,5
25979,Kosmas,1,m,steglitz-zehlendorf,6
25980,Malea,1,w,steglitz-zehlendorf,5
25981,Kwabena,1,m,steglitz-zehlendorf,7
25982,Malena,1,w,steglitz-zehlendorf,6
25983,Kyrian,1,m,steglitz-zehlendorf,6
25984,Malia,1,w,steglitz-zehlendorf,5
25985,Laurel,1,m,steglitz-zehlendorf,6
25986,Malika,1,w,steglitz-zehlendorf,6
25987,Laurenz,1,m,steglitz-zehlendorf,7
25988,Malina,1,w,steglitz-zehlendorf,6
25989,Leandro,1,m,steglitz-zehlendorf,7
25990,Manisha,1,w,steglitz-zehlendorf,7
25991,Leonel,1,m,steglitz-zehlendorf,6
25992,Manuela,1,w,steglitz-zehlendorf,7
25993,Leonhard,1,m,steglitz-zehlendorf,8
25994,Mareily,1,w,steglitz-zehlendorf,7
25995,Levan,1,m,steglitz-zehlendorf,5
25996,Margarete,1,w,steglitz-zehlendorf,9
25997,Levian,1,m,steglitz-zehlendorf,6
25998,Margarethe,1,w,steglitz-zehlendorf,10
25999,Leyan,1,m,steglitz-zehlendorf,5
26000,Margrét,1,w,steglitz-zehlendorf,7
26001,León,1,m,steglitz-zehlendorf,4
26002,Mari,1,w,steglitz-zehlendorf,4
26003,Lijan,1,m,steglitz-zehlendorf,5
26004,Mariana,1,w,steglitz-zehlendorf,7
26005,Lino,1,m,steglitz-zehlendorf,4
26006,Marianne,1,w,steglitz-zehlendorf,8
26007,Lio,1,m,steglitz-zehlendorf,3
26008,Marie-Kasuba,1,w,steglitz-zehlendorf,12
26009,Lion,1,m,steglitz-zehlendorf,4
26010,Marie-Luis,1,w,steglitz-zehlendorf,10
26011,Lion-Joel,1,m,steglitz-zehlendorf,9
26012,Mariel,1,w,steglitz-zehlendorf,6
26013,Lothar,1,m,steglitz-zehlendorf,6
26014,Mariella,1,w,steglitz-zehlendorf,8
26015,Lou,1,m,steglitz-zehlendorf,3
26016,Marleen,1,w,steglitz-zehlendorf,7
26017,Luc,1,m,steglitz-zehlendorf,3
26018,Marlen,1,w,steglitz-zehlendorf,6
26019,Lucas,1,m,steglitz-zehlendorf,5
26020,Marlia,1,w,steglitz-zehlendorf,6
26021,Ludwig,1,m,steglitz-zehlendorf,6
26022,Mary,1,w,steglitz-zehlendorf,4
26023,Luiz,1,m,steglitz-zehlendorf,4
26024,Mary-Lou,1,w,steglitz-zehlendorf,8
26025,Luke,1,m,steglitz-zehlendorf,4
26026,Maryem,1,w,steglitz-zehlendorf,6
26027,Lumière,1,m,steglitz-zehlendorf,7
26028,Matilda,1,w,steglitz-zehlendorf,7
26029,Lutz,1,m,steglitz-zehlendorf,4
26030,Maxima,1,w,steglitz-zehlendorf,6
26031,Lynn,1,m,steglitz-zehlendorf,4
26032,Mayla,1,w,steglitz-zehlendorf,5
26033,Lyon,1,m,steglitz-zehlendorf,4
26034,Medina,1,w,steglitz-zehlendorf,6
26035,Léonard,1,m,steglitz-zehlendorf,7
26036,Melanie,1,w,steglitz-zehlendorf,7
26037,Madalin,1,m,steglitz-zehlendorf,7
26038,Mia-Marlene,1,w,steglitz-zehlendorf,11
26039,Maddox,1,m,steglitz-zehlendorf,6
26040,Mika,1,w,steglitz-zehlendorf,4
26041,Madiou,1,m,steglitz-zehlendorf,6
26042,Milena,1,w,steglitz-zehlendorf,6
26043,Mahmoud,1,m,steglitz-zehlendorf,7
26044,Milina,1,w,steglitz-zehlendorf,6
26045,Maik,1,m,steglitz-zehlendorf,4
26046,Milla,1,w,steglitz-zehlendorf,5
26047,Maksim,1,m,steglitz-zehlendorf,6
26048,Milo,1,w,steglitz-zehlendorf,4
26049,Malia,1,m,steglitz-zehlendorf,5
26050,Milou,1,w,steglitz-zehlendorf,5
26051,Mandus,1,m,steglitz-zehlendorf,6
26052,Minel,1,w,steglitz-zehlendorf,5
26053,Marcel,1,m,steglitz-zehlendorf,6
26054,Minja,1,w,steglitz-zehlendorf,5
26055,Mario,1,m,steglitz-zehlendorf,5
26056,Minou,1,w,steglitz-zehlendorf,5
26057,Marius,1,m,steglitz-zehlendorf,6
26058,Miran,1,w,steglitz-zehlendorf,5
26059,Mark,1,m,steglitz-zehlendorf,4
26060,Mireia,1,w,steglitz-zehlendorf,6
26061,Marley,1,m,steglitz-zehlendorf,6
26062,Miroslava,1,w,steglitz-zehlendorf,9
26063,Marlo,1,m,steglitz-zehlendorf,5
26064,Mirra,1,w,steglitz-zehlendorf,5
26065,Marlon,1,m,steglitz-zehlendorf,6
26066,Mo,1,w,steglitz-zehlendorf,2
26067,Marrion,1,m,steglitz-zehlendorf,7
26068,Moana,1,w,steglitz-zehlendorf,5
26069,Marvin,1,m,steglitz-zehlendorf,6
26070,Mohamed,1,w,steglitz-zehlendorf,7
26071,Matej,1,m,steglitz-zehlendorf,5
26072,Mohammed,1,w,steglitz-zehlendorf,8
26073,Mateusz,1,m,steglitz-zehlendorf,7
26074,Monika,1,w,steglitz-zehlendorf,6
26075,Mathéo,1,m,steglitz-zehlendorf,6
26076,Muntaz,1,w,steglitz-zehlendorf,6
26077,Mats,1,m,steglitz-zehlendorf,4
26078,Mylla,1,w,steglitz-zehlendorf,5
26079,Matthew,1,m,steglitz-zehlendorf,7
26080,Nadoa,1,w,steglitz-zehlendorf,5
26081,Matthias,1,m,steglitz-zehlendorf,8
26082,Naima,1,w,steglitz-zehlendorf,5
26083,Mattis,1,m,steglitz-zehlendorf,6
26084,Namira-Alea,1,w,steglitz-zehlendorf,11
26085,Matvey,1,m,steglitz-zehlendorf,6
26086,Natalia,1,w,steglitz-zehlendorf,7
26087,Maurice,1,m,steglitz-zehlendorf,7
26088,Nataly,1,w,steglitz-zehlendorf,6
26089,Mayala,1,m,steglitz-zehlendorf,6
26090,Nathalie,1,w,steglitz-zehlendorf,8
26091,Mehran,1,m,steglitz-zehlendorf,6
26092,Naya,1,w,steglitz-zehlendorf,4
26093,Menadel,1,m,steglitz-zehlendorf,7
26094,Nea,1,w,steglitz-zehlendorf,3
26095,Mgeni,1,m,steglitz-zehlendorf,5
26096,Nela,1,w,steglitz-zehlendorf,4
26097,Micah,1,m,steglitz-zehlendorf,5
26098,Nele,1,w,steglitz-zehlendorf,4
26099,Michail,1,m,steglitz-zehlendorf,7
26100,Nelina,1,w,steglitz-zehlendorf,6
26101,Michel,1,m,steglitz-zehlendorf,6
26102,Nerea,1,w,steglitz-zehlendorf,5
26103,Michele,1,m,steglitz-zehlendorf,7
26104,Nieke,1,w,steglitz-zehlendorf,5
26105,Mien-Sâh,1,m,steglitz-zehlendorf,8
26106,Nike,1,w,steglitz-zehlendorf,4
26107,Mike,1,m,steglitz-zehlendorf,4
26108,Nikola,1,w,steglitz-zehlendorf,6
26109,Miko,1,m,steglitz-zehlendorf,4
26110,Nila,1,w,steglitz-zehlendorf,4
26111,Minas,1,m,steglitz-zehlendorf,5
26112,Nilay,1,w,steglitz-zehlendorf,5
26113,Miro,1,m,steglitz-zehlendorf,4
26114,Nina,1,w,steglitz-zehlendorf,4
26115,Mohammad,1,m,steglitz-zehlendorf,8
26116,Nisa,1,w,steglitz-zehlendorf,4
26117,Mohammed,1,m,steglitz-zehlendorf,8
26118,Niunga,1,w,steglitz-zehlendorf,6
26119,Moien,1,m,steglitz-zehlendorf,5
26120,Nola,1,w,steglitz-zehlendorf,4
26121,Morten,1,m,steglitz-zehlendorf,6
26122,Nyla,1,w,steglitz-zehlendorf,4
26123,Muamer,1,m,steglitz-zehlendorf,6
26124,Octavia,1,w,steglitz-zehlendorf,7
26125,Muha,1,m,steglitz-zehlendorf,4
26126,Olga,1,w,steglitz-zehlendorf,4
26127,Muhammad,1,m,steglitz-zehlendorf,8
26128,Ottilie,1,w,steglitz-zehlendorf,7
26129,Mukhtar-Said,1,m,steglitz-zehlendorf,12
26130,Pamina,1,w,steglitz-zehlendorf,6
26131,Mutegi,1,m,steglitz-zehlendorf,6
26132,Peace,1,w,steglitz-zehlendorf,5
26133,Muzamil,1,m,steglitz-zehlendorf,7
26134,Piriyam,1,w,steglitz-zehlendorf,7
26135,Môreson,1,m,steglitz-zehlendorf,7
26136,Qori,1,w,steglitz-zehlendorf,4
26137,Naby,1,m,steglitz-zehlendorf,4
26138,Rashmika,1,w,steglitz-zehlendorf,8
26139,Nadal,1,m,steglitz-zehlendorf,5
26140,Rayan,1,w,steglitz-zehlendorf,5
26141,Nael,1,m,steglitz-zehlendorf,4
26142,Rebeka,1,w,steglitz-zehlendorf,6
26143,Nam,1,m,steglitz-zehlendorf,3
26144,Regina,1,w,steglitz-zehlendorf,6
26145,Namika,1,m,steglitz-zehlendorf,6
26146,Rieka,1,w,steglitz-zehlendorf,5
26147,Nandi,1,m,steglitz-zehlendorf,5
26148,Rita,1,w,steglitz-zehlendorf,4
26149,Natan,1,m,steglitz-zehlendorf,5
26150,Rogina,1,w,steglitz-zehlendorf,6
26151,Nathan,1,m,steglitz-zehlendorf,6
26152,Ronja,1,w,steglitz-zehlendorf,5
26153,Navid,1,m,steglitz-zehlendorf,5
26154,Rosalie,1,w,steglitz-zehlendorf,7
26155,Neo,1,m,steglitz-zehlendorf,3
26156,Rosemarie,1,w,steglitz-zehlendorf,9
26157,Nessim,1,m,steglitz-zehlendorf,6
26158,Rosemary,1,w,steglitz-zehlendorf,8
26159,Nic,1,m,steglitz-zehlendorf,3
26160,Roswitha,1,w,steglitz-zehlendorf,8
26161,Nicholas,1,m,steglitz-zehlendorf,8
26162,Ruth,1,w,steglitz-zehlendorf,4
26163,Nick,1,m,steglitz-zehlendorf,4
26164,Róża,1,w,steglitz-zehlendorf,4
26165,Niclas,1,m,steglitz-zehlendorf,6
26166,Safiatou,1,w,steglitz-zehlendorf,8
26167,Niko,1,m,steglitz-zehlendorf,4
26168,Salome,1,w,steglitz-zehlendorf,6
26169,Nikolas,1,m,steglitz-zehlendorf,7
26170,Salomeia,1,w,steglitz-zehlendorf,8
26171,Nils,1,m,steglitz-zehlendorf,4
26172,Sama,1,w,steglitz-zehlendorf,4
26173,Ole,1,m,steglitz-zehlendorf,3
26174,Sasette,1,w,steglitz-zehlendorf,7
26175,Olivier,1,m,steglitz-zehlendorf,7
26176,Savira,1,w,steglitz-zehlendorf,6
26177,Omar,1,m,steglitz-zehlendorf,4
26178,Selena,1,w,steglitz-zehlendorf,6
26179,Omid,1,m,steglitz-zehlendorf,4
26180,Sena,1,w,steglitz-zehlendorf,4
26181,Onur,1,m,steglitz-zehlendorf,4
26182,Setareh,1,w,steglitz-zehlendorf,7
26183,Orges,1,m,steglitz-zehlendorf,5
26184,Sharona,1,w,steglitz-zehlendorf,7
26185,Otfried,1,m,steglitz-zehlendorf,7
26186,Sheina,1,w,steglitz-zehlendorf,6
26187,Otto,1,m,steglitz-zehlendorf,4
26188,Sheyla,1,w,steglitz-zehlendorf,6
26189,Pablo,1,m,steglitz-zehlendorf,5
26190,Siane,1,w,steglitz-zehlendorf,5
26191,Patrick,1,m,steglitz-zehlendorf,7
26192,Siddhi,1,w,steglitz-zehlendorf,6
26193,Paul-Julian,1,m,steglitz-zehlendorf,11
26194,Siegrid,1,w,steglitz-zehlendorf,7
26195,Pavle,1,m,steglitz-zehlendorf,5
26196,Sine,1,w,steglitz-zehlendorf,4
26197,Pengju,1,m,steglitz-zehlendorf,6
26198,Sinja,1,w,steglitz-zehlendorf,5
26199,Petar,1,m,steglitz-zehlendorf,5
26200,Skadi,1,w,steglitz-zehlendorf,5
26201,Philippe,1,m,steglitz-zehlendorf,8
26202,Smilla,1,w,steglitz-zehlendorf,6
26203,Prince,1,m,steglitz-zehlendorf,6
26204,Sonja,1,w,steglitz-zehlendorf,5
26205,Prince-Glorieux,1,m,steglitz-zehlendorf,15
26206,Sontje,1,w,steglitz-zehlendorf,6
26207,Raffael,1,m,steglitz-zehlendorf,7
26208,Sophie-Luisa,1,w,steglitz-zehlendorf,12
26209,Ragnar,1,m,steglitz-zehlendorf,6
26210,Stefanie,1,w,steglitz-zehlendorf,8
26211,Ralf,1,m,steglitz-zehlendorf,4
26212,Sumayyah,1,w,steglitz-zehlendorf,8
26213,Ralph,1,m,steglitz-zehlendorf,5
26214,Sunnye,1,w,steglitz-zehlendorf,6
26215,Raman,1,m,steglitz-zehlendorf,5
26216,Susanne,1,w,steglitz-zehlendorf,7
26217,Ramses,1,m,steglitz-zehlendorf,6
26218,Séfora,1,w,steglitz-zehlendorf,6
26219,Reinhold,1,m,steglitz-zehlendorf,8
26220,Tabea,1,w,steglitz-zehlendorf,5
26221,Remzi,1,m,steglitz-zehlendorf,5
26222,Tala,1,w,steglitz-zehlendorf,4
26223,Rhaban,1,m,steglitz-zehlendorf,6
26224,Talia,1,w,steglitz-zehlendorf,5
26225,Ricardo,1,m,steglitz-zehlendorf,7
26226,Tami,1,w,steglitz-zehlendorf,4
26227,Rohman,1,m,steglitz-zehlendorf,6
26228,Tamina,1,w,steglitz-zehlendorf,6
26229,Roko,1,m,steglitz-zehlendorf,4
26230,Tatjana,1,w,steglitz-zehlendorf,7
26231,Roland,1,m,steglitz-zehlendorf,6
26232,Teresa,1,w,steglitz-zehlendorf,6
26233,Roman,1,m,steglitz-zehlendorf,5
26234,Thalea,1,w,steglitz-zehlendorf,6
26235,Romano,1,m,steglitz-zehlendorf,6
26236,Timurivna,1,w,steglitz-zehlendorf,9
26237,Romeo,1,m,steglitz-zehlendorf,5
26238,Ute,1,w,steglitz-zehlendorf,3
26239,Ronald,1,m,steglitz-zehlendorf,6
26240,Valeria,1,w,steglitz-zehlendorf,7
26241,Ruben,1,m,steglitz-zehlendorf,5
26242,Valerie,1,w,steglitz-zehlendorf,7
26243,Rubin,1,m,steglitz-zehlendorf,5
26244,Vian,1,w,steglitz-zehlendorf,4
26245,Rudolf,1,m,steglitz-zehlendorf,6
26246,Violetta,1,w,steglitz-zehlendorf,8
26247,Rufus,1,m,steglitz-zehlendorf,5
26248,Vivian,1,w,steglitz-zehlendorf,6
26249,Ruiyang,1,m,steglitz-zehlendorf,7
26250,Vivienne,1,w,steglitz-zehlendorf,8
26251,Sajad,1,m,steglitz-zehlendorf,5
26252,Vu,1,w,steglitz-zehlendorf,2
26253,Sean,1,m,steglitz-zehlendorf,4
26254,Wiktoria,1,w,steglitz-zehlendorf,8
26255,Sebastian,1,m,steglitz-zehlendorf,9
26256,Yara,1,w,steglitz-zehlendorf,4
26257,Selim,1,m,steglitz-zehlendorf,5
26258,Ylva,1,w,steglitz-zehlendorf,4
26259,Senuth,1,m,steglitz-zehlendorf,6
26260,Yolanda,1,w,steglitz-zehlendorf,7
26261,Sepp,1,m,steglitz-zehlendorf,4
26262,Zahra,1,w,steglitz-zehlendorf,5
26263,Seraphin,1,m,steglitz-zehlendorf,8
26264,Zehra,1,w,steglitz-zehlendorf,5
26265,Shai,1,m,steglitz-zehlendorf,4
26266,Zuzanna,1,w,steglitz-zehlendorf,7
26267,Shakir,1,m,steglitz-zehlendorf,6
26268,Zélie,1,w,steglitz-zehlendorf,5
26269,Sherwin,1,m,steglitz-zehlendorf,7
26270,Şura,1,w,steglitz-zehlendorf,4
26271,Shlomo,1,m,steglitz-zehlendorf,6
26272,Sidar,1,m,steglitz-zehlendorf,5
26273,Siegfried,1,m,steglitz-zehlendorf,9
26274,Silas,1,m,steglitz-zehlendorf,5
26275,Stefan,1,m,steglitz-zehlendorf,6
26276,Stephen,1,m,steglitz-zehlendorf,7
26277,Stiles,1,m,steglitz-zehlendorf,6
26278,Taemin,1,m,steglitz-zehlendorf,6
26279,Taimallah,1,m,steglitz-zehlendorf,9
26280,Tamino,1,m,steglitz-zehlendorf,6
26281,Tamme,1,m,steglitz-zehlendorf,5
26282,Tapio,1,m,steglitz-zehlendorf,5
26283,Teófilo,1,m,steglitz-zehlendorf,7
26284,Thadeus,1,m,steglitz-zehlendorf,7
26285,Thare,1,m,steglitz-zehlendorf,5
26286,Thierno,1,m,steglitz-zehlendorf,7
26287,Thiven,1,m,steglitz-zehlendorf,6
26288,Thorin,1,m,steglitz-zehlendorf,6
26289,Tiberius,1,m,steglitz-zehlendorf,8
26290,Timan,1,m,steglitz-zehlendorf,5
26291,Timofey,1,m,steglitz-zehlendorf,7
26292,Tino,1,m,steglitz-zehlendorf,4
26293,Tito,1,m,steglitz-zehlendorf,4
26294,Tjark,1,m,steglitz-zehlendorf,5
26295,Tomohiko,1,m,steglitz-zehlendorf,8
26296,Tony,1,m,steglitz-zehlendorf,4
26297,Tyler,1,m,steglitz-zehlendorf,5
26298,Umut,1,m,steglitz-zehlendorf,4
26299,Urban,1,m,steglitz-zehlendorf,5
26300,Valentino,1,m,steglitz-zehlendorf,9
26301,Valeri,1,m,steglitz-zehlendorf,6
26302,Valerio,1,m,steglitz-zehlendorf,7
26303,Victor,1,m,steglitz-zehlendorf,6
26304,Viktor,1,m,steglitz-zehlendorf,6
26305,Vince,1,m,steglitz-zehlendorf,5
26306,Vincenzo,1,m,steglitz-zehlendorf,8
26307,Vitus,1,m,steglitz-zehlendorf,5
26308,Waldemar,1,m,steglitz-zehlendorf,8
26309,Waldfried,1,m,steglitz-zehlendorf,9
26310,Waly,1,m,steglitz-zehlendorf,4
26311,Wandera,1,m,steglitz-zehlendorf,7
26312,Wilhelm,1,m,steglitz-zehlendorf,7
26313,Willi,1,m,steglitz-zehlendorf,5
26314,Winono,1,m,steglitz-zehlendorf,6
26315,Wladimir,1,m,steglitz-zehlendorf,8
26316,Wolf,1,m,steglitz-zehlendorf,4
26317,Xaver,1,m,steglitz-zehlendorf,5
26318,Xavi,1,m,steglitz-zehlendorf,4
26319,Xingyan,1,m,steglitz-zehlendorf,7
26320,Yannik,1,m,steglitz-zehlendorf,6
26321,Yannis,1,m,steglitz-zehlendorf,6
26322,Yasin,1,m,steglitz-zehlendorf,5
26323,Yassin,1,m,steglitz-zehlendorf,6
26324,Yazan,1,m,steglitz-zehlendorf,5
26325,Yosua,1,m,steglitz-zehlendorf,5
26326,Yukitoshi,1,m,steglitz-zehlendorf,9
26327,Yuma,1,m,steglitz-zehlendorf,4
26328,Yunus,1,m,steglitz-zehlendorf,5
26329,Yves,1,m,steglitz-zehlendorf,4
26330,Zacharias,1,m,steglitz-zehlendorf,9
26331,Zander,1,m,steglitz-zehlendorf,6
26332,Zekeriya,1,m,steglitz-zehlendorf,8
26333,Çetin,1,m,steglitz-zehlendorf,5
26334,Étienne,1,m,steglitz-zehlendorf,7
26335,Ömer,1,m,steglitz-zehlendorf,4
26336,Đưć,1,m,steglitz-zehlendorf,3
26337,Sophie,57,w,neukoelln,6
26338,Marie,52,w,neukoelln,5
26339,Emilia,36,w,neukoelln,6
26340,Alexander,32,m,neukoelln,9
26341,Elias,30,m,neukoelln,5
26342,Ali,28,m,neukoelln,3
26343,Maximilian,27,m,neukoelln,10
26344,Charlotte,26,w,neukoelln,9
26345,Yusuf,25,m,neukoelln,5
26346,Leon,24,m,neukoelln,4
26347,Noah,23,m,neukoelln,4
26348,Emma,22,w,neukoelln,4
26349,Mia,22,w,neukoelln,3
26350,Felix,21,m,neukoelln,5
26351,Hamza,21,m,neukoelln,5
26352,David,20,m,neukoelln,5
26353,Paul,20,m,neukoelln,4
26354,Anna,19,w,neukoelln,4
26355,Elif,19,w,neukoelln,4
26356,Maria,19,w,neukoelln,5
26357,Ben,19,m,neukoelln,3
26358,Emil,19,m,neukoelln,4
26359,Jonas,19,m,neukoelln,5
26360,Emily,18,w,neukoelln,5
26361,Lea,18,w,neukoelln,3
26362,Lina,18,w,neukoelln,4
26363,Sophia,18,w,neukoelln,6
26364,Moritz,18,m,neukoelln,6
26365,Hanna,17,w,neukoelln,5
26366,Lilly,17,w,neukoelln,5
26367,Luca,17,m,neukoelln,4
26368,Max,17,m,neukoelln,3
26369,Oskar,17,m,neukoelln,5
26370,Ella,16,w,neukoelln,4
26371,Laura,16,w,neukoelln,5
26372,Amir,16,m,neukoelln,4
26373,Leonard,16,m,neukoelln,7
26374,Louis,16,m,neukoelln,5
26375,Milan,16,m,neukoelln,5
26376,Muhammed,16,m,neukoelln,8
26377,Mila,15,w,neukoelln,4
26378,Mira,15,w,neukoelln,4
26379,Adam,15,m,neukoelln,4
26380,Jonathan,15,m,neukoelln,8
26381,Mathilda,14,w,neukoelln,8
26382,Anton,14,m,neukoelln,5
26383,Levi,14,m,neukoelln,4
26384,Lukas,14,m,neukoelln,5
26385,Amelie,13,w,neukoelln,6
26386,Lena,13,w,neukoelln,4
26387,Leonie,13,w,neukoelln,6
26388,Nur,13,w,neukoelln,3
26389,Zeynep,13,w,neukoelln,6
26390,Emir,13,m,neukoelln,4
26391,Jakob,13,m,neukoelln,5
26392,Karl,13,m,neukoelln,4
26393,Hannah,12,w,neukoelln,6
26394,Johanna,12,w,neukoelln,7
26395,Luisa,12,w,neukoelln,5
26396,Mariam,12,w,neukoelln,6
26397,Can,12,m,neukoelln,3
26398,Daniel,12,m,neukoelln,6
26399,Jan,12,m,neukoelln,3
26400,Liam,12,m,neukoelln,4
26401,Luis,12,m,neukoelln,4
26402,Malik,12,m,neukoelln,5
26403,Mohammad,12,m,neukoelln,8
26404,Theo,12,m,neukoelln,4
26405,Tim,12,m,neukoelln,3
26406,Ela,11,w,neukoelln,3
26407,Helena,11,w,neukoelln,6
26408,Valentina,11,w,neukoelln,9
26409,Alessio,11,m,neukoelln,7
26410,Youssef,11,m,neukoelln,7
26411,Ömer,11,m,neukoelln,4
26412,Lara,10,w,neukoelln,4
26413,Lia,10,w,neukoelln,3
26414,Luise,10,w,neukoelln,5
26415,Maya,10,w,neukoelln,4
26416,Hassan,10,m,neukoelln,6
26417,Linus,10,m,neukoelln,5
26418,Mustafa,10,m,neukoelln,7
26419,Vincent,10,m,neukoelln,7
26420,Clara,9,w,neukoelln,5
26421,Elisabeth,9,w,neukoelln,9
26422,Josephine,9,w,neukoelln,9
26423,Malak,9,w,neukoelln,5
26424,Medina,9,w,neukoelln,6
26425,Melina,9,w,neukoelln,6
26426,Mina,9,w,neukoelln,4
26427,Carl,9,m,neukoelln,4
26428,Gabriel,9,m,neukoelln,7
26429,Hussein,9,m,neukoelln,7
26430,Niklas,9,m,neukoelln,6
26431,Theodor,9,m,neukoelln,7
26432,Alina,8,w,neukoelln,5
26433,Amelia,8,w,neukoelln,6
26434,Eva,8,w,neukoelln,3
26435,Hira,8,w,neukoelln,4
26436,Jasmin,8,w,neukoelln,6
26437,Katharina,8,w,neukoelln,9
26438,Leni,8,w,neukoelln,4
26439,Marlene,8,w,neukoelln,7
26440,Nisa,8,w,neukoelln,4
26441,Ahmad,8,m,neukoelln,5
26442,Arthur,8,m,neukoelln,6
26443,Emilio,8,m,neukoelln,6
26444,Fabian,8,m,neukoelln,6
26445,Joel,8,m,neukoelln,4
26446,Johann,8,m,neukoelln,6
26447,Julian,8,m,neukoelln,6
26448,Leo,8,m,neukoelln,3
26449,Lucas,8,m,neukoelln,5
26450,Matteo,8,m,neukoelln,6
26451,Mohamed,8,m,neukoelln,7
26452,Robert,8,m,neukoelln,6
26453,Frida,7,w,neukoelln,5
26454,Ida,7,w,neukoelln,3
26455,Jana,7,w,neukoelln,4
26456,Julia,7,w,neukoelln,5
26457,Juna,7,w,neukoelln,4
26458,Luna,7,w,neukoelln,4
26459,Sarah,7,w,neukoelln,5
26460,Vanessa,7,w,neukoelln,7
26461,Aaron,7,m,neukoelln,5
26462,Adrian,7,m,neukoelln,6
26463,Albert,7,m,neukoelln,6
26464,Andreas,7,m,neukoelln,7
26465,Benjamin,7,m,neukoelln,8
26466,Enes,7,m,neukoelln,4
26467,Erik,7,m,neukoelln,4
26468,Finn,7,m,neukoelln,4
26469,Jasper,7,m,neukoelln,6
26470,Kaan,7,m,neukoelln,4
26471,Levin,7,m,neukoelln,5
26472,Martin,7,m,neukoelln,6
26473,Mehmet,7,m,neukoelln,6
26474,Miran,7,m,neukoelln,5
26475,Omar,7,m,neukoelln,4
26476,Toprak,7,m,neukoelln,6
26477,Yasin,7,m,neukoelln,5
26478,Elina,6,w,neukoelln,5
26479,Elisa,6,w,neukoelln,5
26480,Elise,6,w,neukoelln,5
26481,Fatima,6,w,neukoelln,6
26482,Jolina,6,w,neukoelln,6
26483,Lana,6,w,neukoelln,4
26484,Louisa,6,w,neukoelln,6
26485,Maja,6,w,neukoelln,4
26486,Malina,6,w,neukoelln,6
26487,Paulina,6,w,neukoelln,7
26488,Pauline,6,w,neukoelln,7
26489,Stella,6,w,neukoelln,6
26490,Victoria,6,w,neukoelln,8
26491,Aras,6,m,neukoelln,4
26492,Baran,6,m,neukoelln,5
26493,Bennet,6,m,neukoelln,6
26494,Efe,6,m,neukoelln,3
26495,Eymen,6,m,neukoelln,5
26496,Ibrahim,6,m,neukoelln,7
26497,James,6,m,neukoelln,5
26498,John,6,m,neukoelln,4
26499,Joshua,6,m,neukoelln,6
