,vorname,anzahl,geschlecht,bezirke,name length
4342,Eleni,2,w,tempelhof-schoeneberg,5
4343,Ayden,2,m,tempelhof-schoeneberg,5
4344,Eleonora,2,w,tempelhof-schoeneberg,8
4345,Ayman,2,m,tempelhof-schoeneberg,5
4346,Elis,2,w,tempelhof-schoeneberg,4
4347,Baraa,2,m,tempelhof-schoeneberg,5
4348,Eliz,2,w,tempelhof-schoeneberg,4
4349,Baran,2,m,tempelhof-schoeneberg,5
4350,Elizan,2,w,tempelhof-schoeneberg,6
4351,Bennet,2,m,tempelhof-schoeneberg,6
4352,Emely,2,w,tempelhof-schoeneberg,5
4353,Bent,2,m,tempelhof-schoeneberg,4
4354,Emilija,2,w,tempelhof-schoeneberg,7
4355,Bento,2,m,tempelhof-schoeneberg,5
4356,Emmeline,2,w,tempelhof-schoeneberg,8
4357,Berkay,2,m,tempelhof-schoeneberg,6
4358,Ena,2,w,tempelhof-schoeneberg,3
4359,Bernard,2,m,tempelhof-schoeneberg,7
4360,Enissa,2,w,tempelhof-schoeneberg,6
4361,Brian,2,m,tempelhof-schoeneberg,5
4362,Enna,2,w,tempelhof-schoeneberg,4
4363,Carlos,2,m,tempelhof-schoeneberg,6
4364,Enni,2,w,tempelhof-schoeneberg,4
4365,Cedric,2,m,tempelhof-schoeneberg,6
4366,Erika,2,w,tempelhof-schoeneberg,5
4367,Cihan,2,m,tempelhof-schoeneberg,5
4368,Esmeralda,2,w,tempelhof-schoeneberg,9
4369,Claas,2,m,tempelhof-schoeneberg,5
4370,Esra,2,w,tempelhof-schoeneberg,4
4371,Claus,2,m,tempelhof-schoeneberg,5
4372,Esther,2,w,tempelhof-schoeneberg,6
4373,Cooper,2,m,tempelhof-schoeneberg,6
4374,Fadila,2,w,tempelhof-schoeneberg,6
4375,Curt,2,m,tempelhof-schoeneberg,4
4376,Fatme,2,w,tempelhof-schoeneberg,5
4377,Cyprian,2,m,tempelhof-schoeneberg,7
4378,Fay,2,w,tempelhof-schoeneberg,3
4379,Damian,2,m,tempelhof-schoeneberg,6
4380,Federica,2,w,tempelhof-schoeneberg,8
4381,Dante,2,m,tempelhof-schoeneberg,5
4382,Felicia,2,w,tempelhof-schoeneberg,7
4383,Davide,2,m,tempelhof-schoeneberg,6
4384,Florence,2,w,tempelhof-schoeneberg,8
4385,Dean,2,m,tempelhof-schoeneberg,4
4386,Franka,2,w,tempelhof-schoeneberg,6
4387,Demir,2,m,tempelhof-schoeneberg,5
4388,Franziska,2,w,tempelhof-schoeneberg,9
4389,Denis,2,m,tempelhof-schoeneberg,5
4390,Frederike,2,w,tempelhof-schoeneberg,9
4391,Dennis,2,m,tempelhof-schoeneberg,6
4392,Fritzi,2,w,tempelhof-schoeneberg,6
4393,Dieter,2,m,tempelhof-schoeneberg,6
4394,Gertrud,2,w,tempelhof-schoeneberg,7
4395,Dimitri,2,m,tempelhof-schoeneberg,7
4396,Giuliana,2,w,tempelhof-schoeneberg,8
4397,Dylan,2,m,tempelhof-schoeneberg,5
4398,Gülay,2,w,tempelhof-schoeneberg,5
4399,Edward,2,m,tempelhof-schoeneberg,6
4400,Hacer,2,w,tempelhof-schoeneberg,5
4401,Eliah,2,m,tempelhof-schoeneberg,5
4402,Hale,2,w,tempelhof-schoeneberg,4
4403,Elian,2,m,tempelhof-schoeneberg,5
4404,Hanni,2,w,tempelhof-schoeneberg,5
4405,Elliot,2,m,tempelhof-schoeneberg,6
4406,Hatice,2,w,tempelhof-schoeneberg,6
4407,Elliott,2,m,tempelhof-schoeneberg,7
4408,Hazal,2,w,tempelhof-schoeneberg,5
4409,Ender,2,m,tempelhof-schoeneberg,5
4410,Hazel,2,w,tempelhof-schoeneberg,5
4411,Eric,2,m,tempelhof-schoeneberg,4
4412,Helga,2,w,tempelhof-schoeneberg,5
4413,Erwin,2,m,tempelhof-schoeneberg,5
4414,Herta,2,w,tempelhof-schoeneberg,5
4415,Eyüp,2,m,tempelhof-schoeneberg,4
4416,Hilde,2,w,tempelhof-schoeneberg,5
4417,Ezra,2,m,tempelhof-schoeneberg,4
4418,Hildegard,2,w,tempelhof-schoeneberg,9
4419,Falko,2,m,tempelhof-schoeneberg,5
4420,Holly,2,w,tempelhof-schoeneberg,5
4421,Fatih,2,m,tempelhof-schoeneberg,5
4422,Ilayda,2,w,tempelhof-schoeneberg,6
4423,Finjas,2,m,tempelhof-schoeneberg,6
4424,Ileana,2,w,tempelhof-schoeneberg,6
4425,Florentin,2,m,tempelhof-schoeneberg,9
4426,Ilvi,2,w,tempelhof-schoeneberg,4
4427,Floris,2,m,tempelhof-schoeneberg,6
4428,Iman,2,w,tempelhof-schoeneberg,4
4429,Franziskus,2,m,tempelhof-schoeneberg,10
4430,Inge,2,w,tempelhof-schoeneberg,4
4431,Frederick,2,m,tempelhof-schoeneberg,9
4432,Iris,2,w,tempelhof-schoeneberg,4
4433,Frédéric,2,m,tempelhof-schoeneberg,8
4434,Isadora,2,w,tempelhof-schoeneberg,7
4435,George,2,m,tempelhof-schoeneberg,6
4436,Isla,2,w,tempelhof-schoeneberg,4
4437,Georgios,2,m,tempelhof-schoeneberg,8
4438,Israa,2,w,tempelhof-schoeneberg,5
4439,Gerhard,2,m,tempelhof-schoeneberg,7
4440,Izabela,2,w,tempelhof-schoeneberg,7
4441,Gert,2,m,tempelhof-schoeneberg,4
4442,Jara,2,w,tempelhof-schoeneberg,4
4443,Giovanni,2,m,tempelhof-schoeneberg,8
4444,Jessica,2,w,tempelhof-schoeneberg,7
4445,Gregor,2,m,tempelhof-schoeneberg,6
4446,Jona,2,w,tempelhof-schoeneberg,4
4447,Hans,2,m,tempelhof-schoeneberg,4
4448,Jordan,2,w,tempelhof-schoeneberg,6
4449,Harry,2,m,tempelhof-schoeneberg,5
4450,Josephina,2,w,tempelhof-schoeneberg,9
4451,Heiko,2,m,tempelhof-schoeneberg,5
4452,Joyce,2,w,tempelhof-schoeneberg,5
4453,Hein,2,m,tempelhof-schoeneberg,4
4454,Judi,2,w,tempelhof-schoeneberg,4
4455,Hüseyin,2,m,tempelhof-schoeneberg,7
4456,Jule,2,w,tempelhof-schoeneberg,4
4457,Ian,2,m,tempelhof-schoeneberg,3
4458,Juli,2,w,tempelhof-schoeneberg,4
4459,Ilija,2,m,tempelhof-schoeneberg,5
4460,Juliane,2,w,tempelhof-schoeneberg,7
4461,Immanuel,2,m,tempelhof-schoeneberg,8
4462,June,2,w,tempelhof-schoeneberg,4
4463,Ingo,2,m,tempelhof-schoeneberg,4
4464,Karen,2,w,tempelhof-schoeneberg,5
4465,Ivan,2,m,tempelhof-schoeneberg,4
4466,Katja,2,w,tempelhof-schoeneberg,5
4467,Jacques,2,m,tempelhof-schoeneberg,7
4468,Kea,2,w,tempelhof-schoeneberg,3
4469,Jaden,2,m,tempelhof-schoeneberg,5
4470,Kiara,2,w,tempelhof-schoeneberg,5
4471,Jake,2,m,tempelhof-schoeneberg,4
4472,Kiki,2,w,tempelhof-schoeneberg,4
4473,Jamal,2,m,tempelhof-schoeneberg,5
4474,Kristina,2,w,tempelhof-schoeneberg,8
4475,Janko,2,m,tempelhof-schoeneberg,5
4476,Lamiya,2,w,tempelhof-schoeneberg,6
4477,Jannik,2,m,tempelhof-schoeneberg,6
4478,Larissa,2,w,tempelhof-schoeneberg,7
4479,Jaron,2,m,tempelhof-schoeneberg,5
4480,Lavinia,2,w,tempelhof-schoeneberg,7
4481,Jayce,2,m,tempelhof-schoeneberg,5
4482,Layla,2,w,tempelhof-schoeneberg,5
4483,Jeremiah,2,m,tempelhof-schoeneberg,8
4484,Leana,2,w,tempelhof-schoeneberg,5
4485,Jim,2,m,tempelhof-schoeneberg,3
4486,Lee,2,w,tempelhof-schoeneberg,3
4487,Jonatan,2,m,tempelhof-schoeneberg,7
4488,Leen,2,w,tempelhof-schoeneberg,4
4489,Jorin,2,m,tempelhof-schoeneberg,5
4490,Lenia,2,w,tempelhof-schoeneberg,5
4491,Joscha,2,m,tempelhof-schoeneberg,6
4492,Lenja,2,w,tempelhof-schoeneberg,5
4493,Josha,2,m,tempelhof-schoeneberg,5
4494,Letizia,2,w,tempelhof-schoeneberg,7
4495,Juan,2,m,tempelhof-schoeneberg,4
4496,Li,2,w,tempelhof-schoeneberg,2
4497,Juliano,2,m,tempelhof-schoeneberg,7
4498,Liane,2,w,tempelhof-schoeneberg,5
4499,Julien,2,m,tempelhof-schoeneberg,6
4500,Lien,2,w,tempelhof-schoeneberg,4
4501,Jurek,2,m,tempelhof-schoeneberg,5
4502,Lila,2,w,tempelhof-schoeneberg,4
4503,Jörg,2,m,tempelhof-schoeneberg,4
4504,Liliane,2,w,tempelhof-schoeneberg,7
4505,Jürgen,2,m,tempelhof-schoeneberg,6
4506,Lilja,2,w,tempelhof-schoeneberg,5
4507,Kais,2,m,tempelhof-schoeneberg,4
4508,Lillian,2,w,tempelhof-schoeneberg,7
4509,Kamal,2,m,tempelhof-schoeneberg,5
4510,Lilo,2,w,tempelhof-schoeneberg,4
4511,Karam,2,m,tempelhof-schoeneberg,5
4512,Lily,2,w,tempelhof-schoeneberg,4
4513,Karel,2,m,tempelhof-schoeneberg,5
4514,Lilyana,2,w,tempelhof-schoeneberg,7
4515,Kasper,2,m,tempelhof-schoeneberg,6
4516,Liz,2,w,tempelhof-schoeneberg,3
4517,Kemal,2,m,tempelhof-schoeneberg,5
4518,Liza,2,w,tempelhof-schoeneberg,4
4519,Khalil,2,m,tempelhof-schoeneberg,6
4520,Lore,2,w,tempelhof-schoeneberg,4
4521,Kiyan,2,m,tempelhof-schoeneberg,5
4522,Lorena,2,w,tempelhof-schoeneberg,6
4523,Kolja,2,m,tempelhof-schoeneberg,5
4524,Lotti,2,w,tempelhof-schoeneberg,5
4525,Kuno,2,m,tempelhof-schoeneberg,4
4526,Louis,2,w,tempelhof-schoeneberg,5
4527,Lauri,2,m,tempelhof-schoeneberg,5
4528,Louna,2,w,tempelhof-schoeneberg,5
4529,Leif,2,m,tempelhof-schoeneberg,4
4530,Luca,2,w,tempelhof-schoeneberg,4
4531,Lennox,2,m,tempelhof-schoeneberg,6
4532,Luz,2,w,tempelhof-schoeneberg,3
4533,Leonas,2,m,tempelhof-schoeneberg,6
4534,Lya,2,w,tempelhof-schoeneberg,3
4535,Leonid,2,m,tempelhof-schoeneberg,6
4536,Lydia,2,w,tempelhof-schoeneberg,5
4537,Lev,2,m,tempelhof-schoeneberg,3
4538,Maia,2,w,tempelhof-schoeneberg,4
4539,Levent,2,m,tempelhof-schoeneberg,6
4540,Maila,2,w,tempelhof-schoeneberg,5
4541,Levon,2,m,tempelhof-schoeneberg,5
4542,Malena,2,w,tempelhof-schoeneberg,6
4543,Livan,2,m,tempelhof-schoeneberg,5
4544,Manessa,2,w,tempelhof-schoeneberg,7
4545,Lothar,2,m,tempelhof-schoeneberg,6
4546,Manon,2,w,tempelhof-schoeneberg,5
4547,Lou,2,m,tempelhof-schoeneberg,3
4548,Mariana,2,w,tempelhof-schoeneberg,7
4549,Louan,2,m,tempelhof-schoeneberg,5
4550,Marianna,2,w,tempelhof-schoeneberg,8
4551,Loïc,2,m,tempelhof-schoeneberg,4
4552,Marika,2,w,tempelhof-schoeneberg,6
4553,Lucjan,2,m,tempelhof-schoeneberg,6
4554,Marion,2,w,tempelhof-schoeneberg,6
4555,Luuk,2,m,tempelhof-schoeneberg,4
